Twitter Query: -filter:retweets -filter:replies from:narendramodi OR from:RahulGandhi OR from:ArvindKejriwal OR from:BJP4India OR from:INCIndia OR from:AamAadmiParty,,,,,,,,,,,User Details,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
2/13/2019,@BJP4India,BJP,"Members of this House have also done the work of abolishing more than 1,400 inactive laws: Prime Minister Shri Narendra Modi #DeshKaLeaderModi",1095643313783230465,,https://pbs.twimg.com/media/DzSBh3NUYAEv8h9.png,,1105,1248,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,"When members of this House go among the people, they can proudly tell about the laws made against the money made by the House against black money and corruption in these five years: Prime Minister Shri Narendra Modi #DeshKaLeaderModi",1095642054200221696,,https://pbs.twimg.com/media/DzSAWxdVsAAw6Ac.png,,1086,1293,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,"In the past 5 years, India has played a major role in the work of humanity: Prime Minister Shri Narendra Modi #DeshKaLeaderModi",1095641004604936192,,,,838,1394,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,"Today, India has become a separate place in the world, whose entire achievement goes to the hundred million people of the country who form the government of the whole majority: Prime Minister Shri Narendra Modi #DeshKaLeaderModi",1095640325878558720,,https://pbs.twimg.com/media/DzR-dFxVsAYUGI_.png,,1050,1171,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,"In our tenure the country has become the sixth largest economy in the world. All the members sitting here are eligible for congratulations, as the work of policy making is here: Prime Minister Shri Narendra Modi #DeshKaLeaderModi",1095639392717176832,,,,961,1799,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,The 16th Lok Sabha will be known for the highest number of women MPs out of which 44 women MPs have been elected for the first time: Prime Minister Shri Narendra Modi #DeshKaLeaderModi,1095638606041964545,,https://pbs.twimg.com/media/DzR9TYqUUAAUlQn.png,,1270,1264,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,I thank all the members of the House on behalf of the Chairman for running the proceedings of the House smoothly: Prime Minister Shri Narendra Modi #DeshKaLeaderModi,1095637831886659590,,https://pbs.twimg.com/media/DzR8uA5VAAY4Uak.png,,1095,1393,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,WATCH: Congress President @RahulGandhi addresses media on Rafale Scam. #AntiNationalModi,1095636725903192064,https://www.pscp.tv/w/bzPuVTFYSmpra1lZYU5Yakx8MXluSk9PWURxZHdKUvyFCxIr0e3lI4FLv8VJdvy7Sx5K7iCta6RtPCYLU_Oo,,,1626,4062,Periscope,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,LIVE: PM Shri @ narendramodi's speech in Lok Sabha #DeshKaLeaderModi,1095636549855629312,https://www.pscp.tv/w/bzPuLDFZTEVKTlh4RG5ORU58MU95SkF5eVhXbVdKYst4zuvW_QvVB0BbdIxv8K8FgHX2aO4YtvF41FQ3olQg,,,1964,3516,Periscope,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@AamAadmiParty,AAP,"Should remember the blood that was lying in Jallianwala Kand, it can not be divided into religion. No Hindus and Muslims, it is India of every Hindustani: Farooq Abdullah, Former Chief Minister - Jammu Kashmir #SaveIndianDemocracy",1095636417856851974,,https://pbs.twimg.com/media/DzR7fp1WwAE2qNM.jpg,,83,213,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@narendramodi,Narendra Modi,Speaking in the Lok Sabha. Watch.,1095636386122584064,https://www.pscp.tv/w/bzPuBDMyMjExNTJ8MWpNSmdPT3pxeUFKTK79BlDAD8GK-Vr8uSMpBhJ2odFpIvWneweGCjwSyAZj,,,9558,27325,Periscope,45652862,2124,23328,✅,1/10/2009,India,Prime Minister of India,http://www.narendramodi.in,,View
2/13/2019,@AamAadmiParty,AAP,"BJP made elections very exorbitant, that if Lal Bahadur Shastri and Jay Prakash Narayan will contest elections they won't be successful. Time has come to show them the doors. India needs to be saved - @SharadYadavMP #SaveIndianDemocracy",1095632121899696128,,https://pbs.twimg.com/media/DzR3mZdU0AASxDj.jpg,,96,142,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,"All political parties have come together to ""dictatorships - democracy save truth satyagraha"" of @ArvindKejriwal at #JantarMantar #SaveIndianDemocracy #UnitedOpposition",1095631239812468738,,https://pbs.twimg.com/media/DzR2xJJXcAACYgS.jpg,,122,266,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,West Bengal CM @MamataOfficial who stood firm and faught against the tyranny of the Modi Sarkar receives a huge cheer from the massive crowd at #JantarMantar #SaveIndianDemocracy,1095627462359293958,,https://pbs.twimg.com/media/DzRzWJiU0AExj8B.jpg,,177,377,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@BJP4India,BJP,Modi government is committed to the all-round development of India. Check out how our nation stands on a strong foundation to build a New India by 2022 today. #Modi4NewIndia,1095625748621094912,https://twitter.com/i/moments/1095588737180884992,,,1452,2755,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,"This is the first time in history that a CAG report to Parliament has redacted numbers. This in itself raises a big question mark on the report. The comparison of the prices is based on the Aligned Price, the calculation of which is opaque. 1/5 #RafaleCAGReport",1095615327109402625,,,,877,2271,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@AamAadmiParty,AAP,"Sea of ​​people at #JantarMantar to challenge the dictatorship of @narendramodi ""Remove dictatorships - save democracy"" #SaveIndianDemocracy",1095615032312791042,,pic.twitter.com/QAPQ5U7yu6,,565,1643,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,"National Convenor and Delhi CM @ArvindKejriwal reached #JantarMantar for ""Dictatorial withdrawal-democracy save Satyagraha"" Almost one lakh people have joined the movement to #SaveIndianDemocracy",1095610983081377793,,https://pbs.twimg.com/media/DzRkWS0UUAE06Kf.jpg,,108,268,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@INCIndia,Congress,100 million rupees for mid day meal program for school children illegally given to a private builder in BJP ruled Jharkhand #JharkhandBachao,1095610580407185410,,https://pbs.twimg.com/media/DzRkAJLVYAElBqH.jpg,,460,1049,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,"BJP National President Shri Amit Shah Prayagraj, performing sacred baths in Kumbh and worshiping. # Kumbh2019",1095605705795489792,,https://pbs.twimg.com/media/DzRetSRVYAAh_2F.jpg,,1855,3329,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,BJP National President Shri @AmitShah ji held sacred bath with spiritual gurus and saints in the Divine and Magnificent Aquarius at Sangam Nagri Prayagraj. # Kumbh2019,1095601630840422400,,https://pbs.twimg.com/media/DzRaTXIU8AAGTSA.jpg,,2294,6294,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@AamAadmiParty,AAP,Save the democracy #SaveDemocracy #Walk_Valter,1095593688019873792,,https://pbs.twimg.com/media/DzRUpQ2UwAAydWp.jpg,,92,223,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,"#AntvantKejriwal Government of Delhi started the government school for the first time in the country at the school level to increase interest on entrepreneurship #EntrepreneurshipCurriculum Padmabhushan Dharmapal Gulati, the founder of Delhi's Deputy Chief Minister @msisodia, MDH, released the course!",1095592842142076928,,https://pbs.twimg.com/media/DzRT1EXWoAE8rOM.jpg,,101,242,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@INCIndia,Congress,"The great thing about Modi bhakts, is their blind following and as is obvious from the thread below, their blind tweeting. RT @free_thinker: How do you get a Union Minister to tweet what you want? Well, you go and edit the trending document made by BJP IT cell, and then you control what they tweet. Thread. Here's the video of this morning when their trending document got automagically updated :-) 1/n",1095586178546393089,https://twitter.com/free_thinker/status/1095571793233043456,pic.twitter.com/6DLwDPg2CV,,932,2205,Twitter Web Client,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@AamAadmiParty,AAP,"""The reasons for the fire are yet to be ascertained, we will give the assistance of Rs 25 thousand to the people living here to rehabilitate their slum, and by then the Delhi government will arrange for their living and dining"" : @ArvindKejriwal",1095584159362367488,,pic.twitter.com/C3Dn1kxwpu,,218,594,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,"The Chief Minister of the public, for the public! Chief Minister @ArvindKejriwal, who came to take stock of the fire caused in the slum colony of Westpuri, gave all the help to the victims!",1095572295177916416,,https://pbs.twimg.com/media/DzRBJ7KX4AA5p2c.jpg,,92,247,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@AamAadmiParty,AAP,"Chief Guest Founder of MDH Masale ― Padma Bhushan Mahashay Dharampal Gulati, CM @ArvindKejriwal & Dy CM @msisodia to launch Entrepreneurship 'Mindset' Curriculum today Facebook LIVE Telecast:  Do Watch &amp; Share",1095570924856840193,https://m.facebook.com/story.php?story_fbid=1022989001236137&id=530767340283701,https://pbs.twimg.com/media/DzQ_65-WoAAEzso.jpg,,110,212,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@INCIndia,Congress,Congress President @RahulGandhi leads a meeting with heads of AICC Departments & frontal organisations.,1095569787361452033,,https://pbs.twimg.com/media/DzQ-0YLUYAAQarS.jpg,,721,2201,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@INCIndia,Congress,Moments captured from the protest outside the Gandhi statue this morning. The chants of #ChowkidarChorHai could be heard loud & clear through the halls of Parliament.,1095567991234678784,,https://pbs.twimg.com/media/DzQ8783UYAA0ddh.jpg,,502,1297,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,"For a self-reliant New India, from job seekers to job creator. #Modi4NewIndia",1095562317633187840,,https://pbs.twimg.com/media/DzQ4GuUUcAEkDjE.jpg,,1097,1031,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,"Former PM Dr. Manmohan Singh, UPA Chairperson Smt. Sonia Gandhi, Congress President @RahulGandhi & senior leaders from the party hold a protest against the PM's lies on the #RafaleScam outside the Gandhi statue in Parliament. #ChowkidarChorHai",1095561928519254016,,pic.twitter.com/NQd4U1UEfs,,1704,5109,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,Clean energy and a sustainable future for New India. #Modi4NewIndia,1095561818355916801,,https://pbs.twimg.com/media/DzQ3oCYU8AE8QSX.jpg,,1263,1071,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A healthy New India in the making. #Modi4NewIndia,1095561532174266369,,https://pbs.twimg.com/media/DzQ3XweUUAAByrH.jpg,,1140,951,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A journey from entitlement to empowerment for a New India. #Modi4NewIndia,1095561019156361217,,https://pbs.twimg.com/media/DzQ27ISU0AANkmp.jpg,,1012,991,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,"Growth of poor farmers in New India, increase in annual income of Rs 6,000 (PM-KISAN) # Modi4NewIndia",1095560389251674112,,https://pbs.twimg.com/media/DzQ2WQVVYAAlQaC.jpg,,1178,1157,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,UPA Chairperson Smt. Sonia Gandhi's full speech from the joint meeting of the Lok Sabha & Rajya Sabha CPP in Parliament earlier today.,1095560290064752641,,https://pbs.twimg.com/media/DzQ2NUnUUAAfWha.png,,401,926,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,"Shikshit Bharat, Saksham Bharat. # Modi4NewIndia",1095559953371226112,,https://pbs.twimg.com/media/DzQ17kBUcAEMHsL.jpg,,853,786,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,Anandpura's income will be doubled. # Modi4NewIndia,1095559852737232896,,https://pbs.twimg.com/media/DzQ12cYU8AAgIQf.jpg,,1181,1783,Twitter Web Client,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,"Former PM Dr. Manmohan Singh, UPA Chairperson Smt. Sonia Gandhi, Congress President @RahulGandhi & senior leaders attend the joint meeting of the Lok Sabha &amp; Rajya Sabha Congress Parliamentary Party in Parliament.",1095557013386362880,,https://pbs.twimg.com/media/DzQwVFJU0AEmv7K.jpg,,780,2475,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@AamAadmiParty,AAP,Why Modi-Shah need to be defeated! #SaveDemocracy,1095549878078386176,,pic.twitter.com/hLHlZI3sCJ,,271,559,Twitter Media Studio,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/13/2019,@BJP4India,BJP,Zero tolerance towards corruption. Modi govt's crackdown on more than 3.30 lakh shell companies. #Modi4NewIndia,1095547367200178177,,https://pbs.twimg.com/media/DzQYgP2WsAAhfCa.jpg,,1361,1651,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India where free treatment guaranteed to poor. #Modi4NewIndia,1095546104609935361,,https://pbs.twimg.com/media/DzQYhf0W0AARGJ0.jpg,,1360,1173,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India which takes care of our Annadata. #Modi4NewIndia,1095545601243045888,,https://pbs.twimg.com/media/DzQYZGBX0AAM5zz.jpg,,1001,876,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@INCIndia,Congress,"PM @narendramodi, RM @nsitharaman and half a dozen ministers have been brazenly lying to the people of India. This latest revelation comprehensively shows that interference by the PMO led to poorer terms on the #Rafale deal. Jor se bolo #ChowkidarChorHai",1095545569794117632,https://www.thehindu.com/news/national/rafale-deal-not-on-better-terms-than-upa-era-offer/article26253566.ece/amp/?__twitter_impression=true,,,947,2493,Twitter Web Client,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,A New India where rivers do not choke due to sewage discharge. #Modi4NewIndia,1095544848159887360,,https://pbs.twimg.com/media/DzQZC5NX0AAbGI5.jpg,,979,938,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@RahulGandhi,Rahul Gandhi,The PM defended his personal RAFALE bypass deal on 2 counts : 1. Better Price 2. Faster Delivery Both have been demolished by the revelations in the Hindu today. Watch my LIVE Press Conference on the #RafaleScam at 3.30 PM today.,1095544590973714432,https://www.thehindu.com/news/national/rafale-deal-not-on-better-terms-than-upa-era-offer/article26253566.ece,,,7849,22179,Twitter for iPhone,8562379,206,2159,✅,4/25/2015,"12, Tughlak Lane, New Delhi","This is the official account of Rahul Gandhi | Member of Parliament | President, Indian National Congress",http://www.inc.in,,View
2/13/2019,@BJP4India,BJP,Marching towards a New India where citizen's welfare is first. #Modi4NewIndia,1095544343203536896,,https://pbs.twimg.com/media/DzQYgQIWkAAx0Ul.jpg,,858,782,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@narendramodi,Narendra Modi,I wholeheartedly support the #DrugFreeIndia movement organised by @SriSri Ji and his team. Their efforts will spread great awareness on the menace of substance abuse. Efforts like these reflect the collective will of our society towards a better and healthier future. @ArtofLiving,1095544342851112960,,,,9319,29507,Twitter for iPhone,45652862,2124,23328,✅,1/10/2009,India,Prime Minister of India,http://www.narendramodi.in,,View
2/13/2019,@INCIndia,Congress,M. Bhaktavatsalam was a lawyer by profession and part of the Indian freedom movement. He served as the Chief Minister of Madras state. We honour his contributions today.,1095544110339870722,,https://pbs.twimg.com/media/DzQnhWcU0AAucWl.jpg,,242,605,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@INCIndia,Congress,"Sarojini Naidu, better known as Nightingale of India, was a renowned freedom fighter and a great poet. She was also the first Indian woman to be the Congress President and served the people with humility. We honour her contributions to the nation today.",1095544091478237184,,https://pbs.twimg.com/media/DzQnTd4UUAACbSk.jpg,,381,1244,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/13/2019,@BJP4India,BJP,The Modi Government pledged to work for the all-round progress of a New India in 2014. Here is how a New India is emerging on the path of development for all. #Modi4NewIndia,1095543084937502720,,https://pbs.twimg.com/media/DzQUAWiWkAE1R-v.jpg,,2761,3275,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India where India is safe and secured with terror on a back foot. #Modi4NewIndia,1095541826814119936,,https://pbs.twimg.com/media/DzQYgQxW0AIO4CE.jpg,,1087,1182,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India which is open defecation free. #Modi4NewIndia,1095541075547017217,,https://pbs.twimg.com/media/DzQYPypWoAAfSIB.jpg,,1002,1090,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India where women are empowered. #Modi4NewIndia,1095540064946475014,,https://pbs.twimg.com/media/DzQYgRoWoAA7V5B.jpg,,969,871,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India with ease of living for the common man. #Modi4NewIndia,1095539058493845505,,https://pbs.twimg.com/media/DzQYhVgWoAQXxKP.jpg,,976,1086,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/13/2019,@BJP4India,BJP,A New India with improved education opportunities. • Providing education in tribal areas. • Providing world class education infrastructure. • Strengthening the foundation of research in education in school through Atal Tinkering Labs. #Modi4NewIndia,1095538051902713856,,https://pbs.twimg.com/media/DzQXcwrXcAA54ah.jpg,,918,781,Twitter Media Studio,10503249,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
